ID,title,subtitle,author,publisher,first_published_year,language,cover_image,pages,rating,isbn_10,isbn_13
OL15883083W,Dragons & fantasy,,Kythera of Anevern,Walter Foster Pub.,           2011         ,English,//covers.openlibrary.org/b/id/11622269-M.jpg,,5.0 (1 rating),,9781936309146
OL8906139W,A Clash Of Kings,The A Game Of Thrones Board Game Expansion,Fantasy Flight Games,Fantasy Flight Games,           2004         ,English,//covers.openlibrary.org/b/id/1968001-M.jpg,,,1589941594,
OL5734768W,Toll the Hounds,Book Eight of The Malazan Book of the Fallen,Steven Erikson,Tor Fantasy,           2008         ,,//covers.openlibrary.org/b/id/8358195-M.jpg,1280,4.5 (15 ratings),0765348853,
OL29676995W,Fantasy Trade,Zeus,Gavin Rockhard,Independently Published,           2018         ,English,/images/icons/avatar_book.png,,,,9781719961363
OL29180495W,Night Land  .,Horror/fantasy Novel,William Hope Hodgson,Independently Published,           2009         ,English,/images/icons/avatar_book.png,,,,9781701322318
OL8040680W,Fashion Fantasy,,Golden Books,Golden Books,           2001         ,English,//covers.openlibrary.org/b/id/2358929-M.jpg,64,,0307104842,
OL7924161W,A Crown of Swords,"Wheel of Time, Book 7",Robert Jordan,Tor Fantasy,           1996         ,English,//covers.openlibrary.org/b/id/603819-M.jpg,896,2.8 (4 ratings),0812550285,
OL21831232W,Fantasy Literature,Challenging Genres,Mark A. Fabrizi,BRILL,           2016         ,English,//covers.openlibrary.org/b/id/12872869-M.jpg,242,,,9789463007580
OL17382W,The Sentinel,masterworks of science fiction and fantasy,Arthur C. Clarke,Berkley Books,           1983         ,English,//covers.openlibrary.org/b/id/6606005-M.jpg,303,4.5 (6 ratings),0425061833,
OL167308W,Fanta C,,Sandra Brown,Thorndike Press,           1987         ,English,//covers.openlibrary.org/b/id/12490686-M.jpg,247,4.7 (3 ratings),1560546328,
OL2010446W,"Temple of the Winds (Sword of Truth, Book 4)",,Terry Goodkind,Tor Fantasy,           1997         ,English,//covers.openlibrary.org/b/id/603881-M.jpg,992,4.6 (5 ratings),0812551486,
OL30118153W,Fantasy Owl III,Fantasy Cross Stitch Pattern,Kathleen George,Independently Published,           2019         ,English,/images/icons/avatar_book.png,,,,9781074405267
OL19187269W,Isaac Asimov's Fantasy!,,Shawna McCarthy,Dial Press,           1985         ,English,//covers.openlibrary.org/b/id/10121373-M.jpg,348,,0385230176,
OL5915881W,Sphereland,a fantasy about curved spaces and an expanding universe,Dionys Burger,Barnes & Noble,           1957         ,English,//covers.openlibrary.org/b/id/9590520-M.jpg,208,5.0 (3 ratings),0064635740,
OL41714307W,Beautiful Birds Volume 3,Grayscale Coloring Books for Adults Relaxation,Grayscale Fantasy Grayscale Fantasy Publ...,CreateSpace Independent Publishing Platform,           2016         ,English,/images/icons/avatar_book.png,54,,,9781536837025
OL15358691W,Way of Kings,The First Book of the Breathtaking Epic Stormlight Archive from the Worldwide Fantasy Sensation,Brandon Sanderson,"Orion Publishing Group, Limited",           2010         ,English,//covers.openlibrary.org/b/id/14662726-M.jpg,,4.6 (138 ratings),,9781399622066
OL27490503W,King of Flesh and Bone,a Dark Fantasy Romance,Liv Zander,Ink Heart Publishing,           2022         ,English,/images/icons/avatar_book.png,,,,9781955871006
OL15134216W,Beyond fantasy.,,Billie Douglass,Hodder & Stoughton,           1983         ,English,/images/icons/avatar_book.png,192,,0340349646,
OL41568973W,Fantasy,Composition Notebook Journal,Journals by Kristen Staff,CreateSpace Independent Publishing Platform,           2017         ,English,/images/icons/avatar_book.png,102,,,9781978012936
OL30107442W,Ecos de Los 12 Mundos,Antología Del Fantasy Club,Fantasy Club,Independently Published,           2017         ,Spanish,/images/icons/avatar_book.png,,,,9781983339516
OL8906145W,Drakes & Dragonspawn Adventure Pack (Runebound),,Fantasy Flight Games,Fantasy Flight Games,           2006         ,English,/images/icons/avatar_book.png,,,1589943155,
OL40575786W,Ghost,a Modern Fantasy,Arnold Bennett,CreateSpace Independent Publishing Platform,           1907         ,English,/images/icons/avatar_book.png,136,,,9781986619332
OL17488769W,Call Of Cthulhu Lcg The Twilight Beckons Asylum Deck,,Fantasy Flight Games,Fantasy Flight Games,           2011         ,,//covers.openlibrary.org/b/id/7679341-M.jpg,,,,9781589949898
OL59721W,Assignment in Eternity,,Robert A. Heinlein,Fantasy Press,           1953         ,English,//covers.openlibrary.org/b/id/5544507-M.jpg,255,4.0 (7 ratings),,
OL20064357W,Tropes of Fantasy Fiction,,Gabrielle Lissauer,"McFarland & Company, Incorporated Publishers",           2014         ,English,//covers.openlibrary.org/b/id/14257231-M.jpg,220,,,9780786478583
OL138052W,Alice's Adventure in Wonderland,Children Classic Fantasy Fiction . Illustrated,Lewis Carroll,Independently Published,           1865         ,English,/images/icons/avatar_book.png,,4.0 (180 ratings),,9798529293775
OL879053W,The pigeon,a fantasy in three acts,John Galsworthy,C. Scribner's Sons,           1912         ,English,//covers.openlibrary.org/b/id/6551106-M.jpg,80,4.0 (1 rating),,
OL16249171W,Kisah fantasi Hans Christian Andersen,,Hans Christian Andersen,Djambatan,           1846         ,Indonesian,/images/icons/avatar_book.png,21,3.8 (21 ratings),,
OL28582521W,Brownsea Fantasy Collection,3 Fantasy Novellas,Connor Whiteley,Draft2Digital,           2022         ,English,/images/icons/avatar_book.png,,,,9781915127969
OL41191659W,Fantasy,Poems by Nika,Nika,CreateSpace Independent Publishing Platform,           2018         ,English,/images/icons/avatar_book.png,166,,,9781986738002
OL40192909W,Fantasy Notebook Collection,"Magical Landscapes, Journal/Diary Gift Idea, Wide Ruled, 100 Pages, 8. 5 X 11,",Fantasy Notebook Fantasy Notebook Collec...,CreateSpace Independent Publishing Platform,           2017         ,English,/images/icons/avatar_book.png,100,,,9781976398506
OL381550W,The Island of Doctor Moreau (SF Masterworks),,H. G. Wells,Open Road Media Sci-Fi & Fantasy,           1896         ,,//covers.openlibrary.org/b/id/8447786-M.jpg,139,3.7 (43 ratings),1504013867,
OL5438530W,Fantasy,hand-coloured linocuts,"Weissenborn, Hellmuth.",Acorn Press,           1978         ,English,/images/icons/avatar_book.png,22,,0902015087,
OL17218552W,The Wizard's Wand: The Ninth Adventure in The Kingdom Of Fantasy,,Elisabetta Dami,Scholastic,           2014         ,English,//covers.openlibrary.org/b/id/7894149-M.jpg,320,3.6 (7 ratings),,9781338032918
OL41826866W,Fantasy Football Moron,"Blank Lined Journal - Funny Fantasy Gag Gift Fantasy Football Notebook, Fantasy Football Draft Board, Fantasy Organizer, Fantasy Football Gift",MSquared Designs,CreateSpace Independent Publishing Platform,           2018         ,English,/images/icons/avatar_book.png,100,,,9781725045798
OL1285599W,The king of Schnorrers,grotesques and fantasies,Israel Zangwill,Macmillan,           1894         ,English,//covers.openlibrary.org/b/id/6353664-M.jpg,400,4.0 (1 rating),,
OL27591348W,Legends & Lattes,A Novel of High Fantasy and Low Stakes,Travis Baldree,Cryptid Press,           2022         ,English,//covers.openlibrary.org/b/id/14539447-M.jpg,,4.0 (4 ratings),,9798985663204
OL17536094W,Lure of the Expanse                              Rogue Trader,,Fantasy Flight Games,Fantasy Flight Games,           2010         ,,//covers.openlibrary.org/b/id/7773818-M.jpg,,,,9781589947948
OL1733696W,The magic code,the use of magical patterns in fantasy for children,Maria Nikolajeva,Almqvist & Wiksell International,           1988         ,English,//covers.openlibrary.org/b/id/14400450-M.jpg,163,,9122012001,
OL152268W,At the Mountains of Madness,,H.P. Lovecraft,Open Road Media Sci-Fi & Fantasy,           1968         ,,//covers.openlibrary.org/b/id/8565081-M.jpg,164,3.8 (39 ratings),1504045289,
OL25856003W,Fantasies for Men,Zero Gravity,N. C. East,"Whiskey Creek Press, LLC",           2014         ,English,/images/icons/avatar_book.png,,,,9781633555747
OL29496013W,Epic Fantasy,The Elven Saga,Emanuel Fynn,Independently Published,           2016         ,English,/images/icons/avatar_book.png,,,,9781980297222
OL30869926W,Principessa Darla e I Misteri Di Villachiara,"Favole Della Buonanotte per Bambini con Illustrazioni. 14 Racconti Fantasy per Bambini con Principesse Ed Unicorni, Incantesimi e Magie",Fantasy Drops Edizioni,Independently Published,           2021         ,Italian,/images/icons/avatar_book.png,,,,9798705187119
OL8047784W,Fantasy Man,,"Green, Sharon",Harlequin,           1993         ,English,//covers.openlibrary.org/b/id/11361731-M.jpg,,,0373222440,
OL28813345W,Fantasy,The 100 Best Books,James Cawthorne,Running Press,           2009         ,English,/images/icons/avatar_book.png,,,,9780786750269
OL7910469W,Draw Furries,how to create anthropomorphic and fantasy animals,Jared Hodges,IMPACT Books,           2009         ,English,//covers.openlibrary.org/b/id/9351813-M.jpg,127,,,9781600614170
OL1449027W,Doctor Dolittle's Circus,"Children's Fantasy Book , Doctor Dolittle Series",Hugh Lofting,Independently Published,           1924         ,English,/images/icons/avatar_book.png,,,,9798457911246
OL14871949W,Innocents aboard,new fantasy stories,Gene Wolfe,Tor Books,           2004         ,English,//covers.openlibrary.org/b/id/524298-M.jpg,304,3.0 (1 rating),0765307901,
OL25469910W,Modern Fantasy,Five Studies,C. N. Manlove,Wipf & Stock Publishers,           2020         ,English,/images/icons/avatar_book.png,318,,,9781532691836
OL8906150W,Hand Of Shadow,,Fantasy Flight Games,Fantasy Flight Games,           2006         ,English,//covers.openlibrary.org/b/id/1968014-M.jpg,64,,1589942922,
OL10344857W,Two fantasies for piano solo,,Béla Bartók,E. F. Kalmus,,English,/images/icons/avatar_book.png,,,,
OL27003342W,Fantasy Harem Collection,Hot Fantasy Harem Stories,Casey Chu,Independently Published,           2020         ,English,/images/icons/avatar_book.png,,,,9798623717528
OL8906143W,Doom,The Boardgame,Fantasy Flight Games,Fantasy Flight Games,           2004         ,English,//covers.openlibrary.org/b/id/2950116-M.jpg,,,1589941810,
OL59724W,Beyond this horizon,,Robert A. Heinlein,Fantasy Press,           1940         ,English,//covers.openlibrary.org/b/id/12387458-M.jpg,242,4.3 (3 ratings),,
OL54031W,Connecticut Yankee in King Arthur's Court Illustrated,"Fiction, Fantasy",Mark Twain,Independently Published,           1889         ,English,/images/icons/avatar_book.png,,3.8 (13 ratings),,9798481452920
OL21143652W,Fantasy Creatures,11 Paper Fantasy Creatures to Build,Tougui,"Gingko Press, Incorporated",           2016         ,English,/images/icons/avatar_book.png,24,,,9781584236504
OL3521994W,"Fantasy Lover (Dark-Hunter, Prequel)",,Sherrilyn Kenyon,St. Martin's Paperbacks,           2006         ,English,//covers.openlibrary.org/b/id/185095-M.jpg,352,4.0 (5 ratings),0312979975,
OL103128W,Der illustrierte Mann,"Unheimlich, erschreckend und faszinierend - 16 preisgekrönte Stories von dem Meister der Fantasy und Science Fiction",Ray Bradbury,Wilhelm Heyne Verlag,           1901         ,German,//covers.openlibrary.org/b/id/10648434-M.jpg,188,4.1 (34 ratings),,
OL19303728W,Fantasy stories,,Douglas Carrell,Robinson Children's Books,           1996         ,English,//covers.openlibrary.org/b/id/10592834-M.jpg,403,,1854874527,
OL59855W,Das ferne Ufer,Fantasy-Roman. 3. Band des Erdsee-Zyklus,Ursula K. Le Guin,Heyne,           1972         ,German,//covers.openlibrary.org/b/id/10002797-M.jpg,220,3.9 (41 ratings),3453305965,
OL1088838W,"Orange Fairy Book Andrew Lang [Annotated] : (Children's Books, Fantasy, Classics, Literature)",,Andrew Lang,Independently Published,           1906         ,English,/images/icons/avatar_book.png,,,,9798508390174
OL2689125W,Draw.,Alien fantasies,Damon J. Reinagle,"Scholastic, Inc.",           1995         ,English,//covers.openlibrary.org/b/id/6790612-M.jpg,63,5.0 (1 rating),0590037412,
OL17451775W,Fantasy Flight Supply Wargame Dice Red and Black,,Fantasy Flight Games,Fantasy Flight Games,           2010         ,,//covers.openlibrary.org/b/id/7605776-M.jpg,,,,9781589948488
OL20801092W,The Anubis Gates (Fantasy Masterworks),,Tim Powers,Gollancz,           1983         ,English,//covers.openlibrary.org/b/id/1286943-M.jpg,464,4.0 (4 ratings),0575077255,
OL21886356W,Herland Illustrated,"Fiction, Fantasy, Science Fiction",Charlotte Perkins Gilman,Independently Published,           2019         ,English,/images/icons/avatar_book.png,195,,,9798743119325
OL21502558W,Australia: Outback Fantasies,"Outback Heiress, Surprise Proposal / Adopted: Outback Baby / Outback Doctor, English Bride",Margaret Way,"Harlequin Mills & Boon, Limited",           2013         ,English,//covers.openlibrary.org/b/id/12162941-M.jpg,560,5.0 (1 rating),,9780263906066
OL104562W,Three fantasies,,John Cowper Powys,Carcanet,           1985         ,English,//covers.openlibrary.org/b/id/8522545-M.jpg,186,,0856355445,
OL262388W,The Enchanted Island of Yew.,is a children's fantasy,L. Frank Baum,CreateSpace Independent Publishing Platform,           1903         ,,//covers.openlibrary.org/b/id/11364155-M.jpg,132,4.0 (1 rating),1719385130,
OL15714897W,Wicked Fantasy,a novel,Nicole Jordan,Ballantine Books,           2005         ,English,//covers.openlibrary.org/b/id/8315283-M.jpg,438,5.0 (1 rating),0345467868,
OL40470385W,Fantasy Cup,Fantasy Cross Stitch Pattern,Cross Stitch Collectibles,CreateSpace Independent Publishing Platform,           2018         ,English,/images/icons/avatar_book.png,90,,,9781984995315
OL82522W,Black Unicorn (Ibooks Fantasy Classics),,Tanith Lee,"IBooks, Inc.",           1991         ,English,//covers.openlibrary.org/b/id/877067-M.jpg,144,4.4 (7 ratings),1596871628,
OL81295W,Sons and Lovers Illustrated,"D. H. Lawrence [Fiction ,novel, Literary, Fantasy, Story]",David Herbert Lawrence,Independently Published,           1913         ,English,/images/icons/avatar_book.png,,3.7 (3 ratings),,9798726423371
OL46312W,Tomorrow's children,18 tales of fantasy and science fiction,Isaac Asimov,Futura Publications Ltd,           1966         ,English,//covers.openlibrary.org/b/id/10290652-M.jpg,431,,0860078213,
OL31511772W,Franchise Fantasy Football,A Fantasy Football Revolution,Johnny Skidmore,CreateSpace Independent Publishing Platform,           2015         ,,/images/icons/avatar_book.png,244,,1516965051,
OL8264982W,Drawing & Painting Fantasy Worlds,,Finlay Cowan,Writers Digest Books,           2006         ,English,//covers.openlibrary.org/b/id/843064-M.jpg,121,,1581809077,
OL41253086W,Cursed Legancy of Harton,The Prisoner of Carpium,Toby Fantasy,CreateSpace Independent Publishing Platform,           2016         ,English,/images/icons/avatar_book.png,400,,,9781537487380
OL17770504W,Arcanum Unbounded,The Cosmere Collection,Brandon Sanderson,Tor Fantasy,           2016         ,English,//covers.openlibrary.org/b/id/14658364-M.jpg,768,4.7 (16 ratings),,
OL40056303W,Fantasy Sports Boss 2013 NFL Draft Guide,Over 300 Players Analyzed and Ranked,Fantasy Boss,CreateSpace Independent Publishing Platform,           2013         ,English,/images/icons/avatar_book.png,70,,,9781482649086
OL28195823W,Fantasy,,,Kraus Reprint,           1931         ,English,/images/icons/avatar_book.png,,,,
OL38822W,The Celtic Twilight,"Myth, Fantasy and Folklore",William Butler Yeats,Avery Publishing Group,           1893         ,English,/images/icons/avatar_book.png,160,2.5 (2 ratings),1853270296,
OL39838088W,Fantasy Sports Boss 2013 Fantasy Football Draft Guide,Over 250 Players Analyzed and Ranked,Fantasy Boss,CreateSpace Independent Publishing Platform,           2013         ,English,/images/icons/avatar_book.png,80,,,9781490345185
OL21919892W,Diabetes Tagebuch,"Lesen Buch Film Serien Fantasy Magie Geschenke Typ 1 and Typ 2, 120 Seiten, 59 Wochen, 6X9 , Blutzuckertagebuch, Hypertonietagebuch",Diabetes Messungen,Independently Published,           2020         ,German,/images/icons/avatar_book.png,120,2.0 (1 rating),,9798619624687
OL30286855W,Forest Animals Coloring Book,"An Adult Coloring Book with Adorable Woodland Creatures, Delightful Fantasy Elements, and Peaceful Nature Scenes",Kroadmap Press House,Independently Published,           2019         ,English,/images/icons/avatar_book.png,,,,9781670003256
OL8262534W,Forbidden Fantasies,,Gina Caimi,silhouette,           1987         ,English,//covers.openlibrary.org/b/id/9555670-M.jpg,,2.0 (1 rating),,
OL13621164W,Fantasy,ewolucja gatunku,Grzegorz Trębicki,TAiWPN Universitas,           2007         ,Polish,/images/icons/avatar_book.png,183,,8324207260,
OL15548080W,Sisters in Fantasy,,Susan Shwartz,Roc,           1995         ,English,//covers.openlibrary.org/b/id/294716-M.jpg,1,,0451452925,
OL15139350W,Fantasy & science fiction,,,Mercury Press,           1998         ,English,//covers.openlibrary.org/b/id/6498652-M.jpg,160,,,
OL15975029W,Fantasy,an artist's realm,Ben Boos,Candlewick Press,           2010         ,English,/images/icons/avatar_book.png,83,,0763640565,
OL11983798W,Dragonheart,Fantasy,Todd McCaffrey,Transworld Publishers Limited,           2008         ,English,/images/icons/avatar_book.png,768,4.3 (3 ratings),,9781448152407
OL80865W,Zauber- SchloÃŸ. . Fantasy- Roman.,,Piers Anthony,,           1979         ,,//covers.openlibrary.org/b/id/9336135-M.jpg,,3.9 (16 ratings),3404201604,
OL30581447W,Fantasy,,Zaida Franco Hernández,Independently Published,           2020         ,Spanish,/images/icons/avatar_book.png,,,,9798686168824
OL15074259W,A short history of fantasy,,Farah Mendlesohn,London,           2009         ,English,//covers.openlibrary.org/b/id/14306626-M.jpg,285,,1904750680,
OL30287565W,Mermaid Coloring Books for Adults,An Adult Coloring Book with Beautiful Fantasy Women Coloring Books for Adults,Khursida Press House,Independently Published,           2019         ,English,/images/icons/avatar_book.png,,,,9781671362550
OL5734783W,Manga fantasy madness,,David Okum,Impact Books,           2006         ,English,//covers.openlibrary.org/b/id/843006-M.jpg,,,1581807082,
OL8030919W,Alaskan Fantasy (Harlequin Intrigue Series),,Elle James,Harlequin,           2007         ,English,//covers.openlibrary.org/b/id/2410885-M.jpg,256,5.0 (1 rating),0373693001,
OL29658106W,Fantasy Football Guide,Fantasy Football Log,Journals for All Staff,Independently Published,           2017         ,English,/images/icons/avatar_book.png,,,,9781521882993
OL41303694W,Fantasy Poetry,Fantasy/Poetry/Ghost,Tamikio Reardon,CreateSpace Independent Publishing Platform,           2015         ,English,/images/icons/avatar_book.png,130,,,9781511658089
OL39878146W,2012-2013 Fantasy Basketball Draft Guide,Over 200 Players Analyzed,Fantasy Boss,CreateSpace Independent Publishing Platform,           2012         ,English,/images/icons/avatar_book.png,50,,,9781478251644
OL53919W,Adventures of Tom Sawyer by Mark Twain (Annotated) Classic Unabridged Edition Fiction Fantasy Adventure Book,,Mark Twain,Independently Published,           1817         ,English,/images/icons/avatar_book.png,370,4.0 (131 ratings),,9798650232216
OL46125W,Foundation,,Isaac Asimov,HarperCollins Science Fiction & Fantasy,           1951         ,English,/images/icons/avatar_book.png,234,4.1 (264 ratings),,
OL39828368W,Fantasy Sports Boss 2013 Fantasy Baseball Draft Guide,Post-Free Agency Edition,Fantasy Boss,CreateSpace Independent Publishing Platform,           2012         ,English,/images/icons/avatar_book.png,196,,,9781481177665
OL18924420W,Top fantasy,the authors' choice,Josh Pachter,Dent,           1986         ,English,//covers.openlibrary.org/b/id/13903422-M.jpg,320,,0460024671,
OL19304546W,Formations of fantasy,,Victor Burgin,Routledge,           1987         ,English,//covers.openlibrary.org/b/id/13875305-M.jpg,221,,0415050995,
OL9776206W,Selling the Fantasy,,Stacey L. Ford,Scooter Pie Publishing,           2007         ,English,//covers.openlibrary.org/b/id/2732699-M.jpg,384,,0979659302,
OL8906158W,Under the Shadow,,Fantasy Flight Games,Fantasy Flight Games,           2004         ,English,//covers.openlibrary.org/b/id/858645-M.jpg,64,,,
OL16305796W,Chocolate fantasies.,,Oxmoor House,Oxmoor House,           1987         ,English,//covers.openlibrary.org/b/id/6992200-M.jpg,79,,0848708164,
OL17372298W,Magnus Chase and the Gods of Asgard,,Rick Riordan,,,,//covers.openlibrary.org/w/id/7450448-M.jpg,,4.8 (4 ratings),,
OL462007W,Peter Pan,a fantasy in five acts,J. M. Barrie,S. French,           1911         ,English,//covers.openlibrary.org/b/id/4678920-M.jpg,96,3.7 (34 ratings),0573613915,
OL450124W,The Last Man,,Mary Shelley,Open Road Media Sci-Fi & Fantasy,           1826         ,English,//covers.openlibrary.org/b/id/10775807-M.jpg,,3.4 (5 ratings),1504005910,
OL2848534W,"Red Nails by Robert E. Howard, Fiction, Fantasy",,Robert E. Howard,Aegypan,           1975         ,,//covers.openlibrary.org/b/id/8598587-M.jpg,120,,1606645471,
OL1847100W,The Healer's War,A Fantasy Novel of Vietnam,Elizabeth Ann Scarborough,Open Road Media Sci-Fi & Fantasy,           1988         ,,//covers.openlibrary.org/b/id/10308839-M.jpg,358,3.0 (2 ratings),,
OL3975460W,Feminist Fantasies,,Phyllis Schlafly,Spence Publishing Company,           2003         ,English,//covers.openlibrary.org/b/id/938879-M.jpg,262,,1890626465,
OL5691298W,Every woman's fantasy,,Vicki Lewis Thompson,Harlequin Books,           2001         ,English,//covers.openlibrary.org/b/id/222086-M.jpg,283,5.0 (2 ratings),0373836368,
OL18183973W,Year's Best Fantasy 2,,David G. Hartwell,Eos,           2002         ,English,//covers.openlibrary.org/b/id/237387-M.jpg,512,4.0 (1 rating),0380818418,
OL52430W,Peer Gynt,"A High-Spirited, Poetical Fantasy",Henrik Ibsen,Amereon Ltd,           1867         ,English,/images/icons/avatar_book.png,,4.0 (1 rating),0848816676,
OL3232353W,Dark Fantasies,,Chris Morgan,Time Warner Books UK,           1989         ,,//covers.openlibrary.org/b/id/14182854-M.jpg,319,,0712634460,
OL25529401W,Notes,Password Book Cleverly Disguised with Beautiful Design / Black Fantasy Unicorn Cover / Discreet Internet Username and Login Logbook / Alphabetical Tabs Large Print,Keep My Stuff Books,Independently Published,           2020         ,English,/images/icons/avatar_book.png,,,,9798666246993
OL59733W,"The Door into Summer in The Magazine of Fantasy and Science Fiction Volume 11 Numbers 4-6, October - December 1956",,Robert A. Heinlein,,           1957         ,,/images/icons/avatar_book.png,,3.6 (16 ratings),,
OL8906144W,Draconic Lore,,Fantasy Flight Games,Fantasy Flight Games,           2002         ,English,//covers.openlibrary.org/b/id/858629-M.jpg,64,,1589940776,
OL15598561W,The Omen Machine,Sword of Truth - A Richard and Kahlan Novel,Terry Goodkind,"Tor Fantasy (July 31, 2012)",           2011         ,,//covers.openlibrary.org/b/id/9729242-M.jpg,512,4.0 (4 ratings),0765366193,
OL29614993W,Fantasy Football Spreadsheet,Fantasy Football Log,Journals for All Staff,Independently Published,           2017         ,English,/images/icons/avatar_book.png,,,,9781521883150
OL37933563W,Fantasie,For Solo Clarinet,Jörg Widmann,Schott Music Corporation,           2005         ,English,/images/icons/avatar_book.png,,,,9783795798468
OL99535W,Magic City,Children's Fantasy Novel,Edith Nesbit,Aberdeen Press,           1910         ,English,//covers.openlibrary.org/b/id/13239532-M.jpg,,2.5 (2 ratings),,9781730837265
OL21887589W,Battle for Crystal Castle (Geronimo Stilton and the Kingdom of Fantasy #13),,Elisabetta Dami,"Scholastic, Incorporated",           2020         ,English,//covers.openlibrary.org/b/id/12861534-M.jpg,,5.0 (2 ratings),,9781338655025
OL36157295W,Fantasy Feast,A Collection of Fantasy Poems,Jen Elvy,Independently Published,           2021         ,English,/images/icons/avatar_book.png,,,,9798460920228
OL20161W,Rewards and Fairies,Historical Fantasy,Rudyard Kipling,Independently Published,           1910         ,English,/images/icons/avatar_book.png,,,,9781731047984
OL15139349W,Fantasy dreaming,unlock the hidden meanings,Craig Hamilton-Parker,Sterling,           2002         ,English,//covers.openlibrary.org/b/id/6498627-M.jpg,144,,0806954787,
OL56835W,Dhalgren,,Samuel R. Delany,Open Road Media Sci-Fi & Fantasy,           1975         ,,//covers.openlibrary.org/b/id/8644063-M.jpg,836,4.0 (4 ratings),1480461784,
OL472715W,Mysterious Affair at Styles Illustrated,"AgathaChristie[Fiction,fantasy,novel,Mystery]",Agatha Christie,Independently Published,           1920         ,English,/images/icons/avatar_book.png,,4.0 (58 ratings),,9798524957542
OL34308308W,Flights of Fantasy,An Urban Fantasy Romance Anthology,Sheellah Kennedy,Wyld Stallions Press,           2020         ,,//covers.openlibrary.org/b/id/13160080-M.jpg,431,,1648550223,
OL19688286W,Fantasy,four songs,Duke Ellington,,           1989         ,,/images/icons/avatar_book.png,,,,
OL17363125W,Het Vijfde Seizoen,,N. K. Jemisin,Luitingh Sijthoff Fantasy,           2015         ,,//covers.openlibrary.org/b/id/13125849-M.jpg,512,4.4 (16 ratings),9024580439,
OL27851115W,Amazing Fantasy,,Kaare Andrews,"Marvel Worldwide, Incorporated",           2022         ,English,/images/icons/avatar_book.png,,,,9781302914561
OL40690750W,Adult Coloring Book,"Giant Super Jumbo Mega Coloring Book of over 100 Pages of Enchanted Fantasy Animals of Unicorns, Birds, Peacocks, Butterflies, Fantasy Creatures, Fantasy Fairies, and Much More for Relaxation and Stress Relief",Beatrice Harrison,CreateSpace Independent Publishing Platform,           2015         ,English,/images/icons/avatar_book.png,104,,,9781719203210
OL2890266W,The fantasy kid,,Rupert M. Loydell,Stride Pubns.,           1990         ,English,/images/icons/avatar_book.png,,,0946699682,
OL73385W,Dragonsong :,a Thrilling and Enthralling Epic Fantasy from One of the Most Influential Fantasy and SF Novelists of Her Generation,Anne McCaffrey,Transworld Publishers Limited,           1976         ,English,/images/icons/avatar_book.png,,4.5 (26 ratings),,9781448127931
OL894247W,"Over Sea, Under Stone/Fantasy",,Susan Cooper,Aladdin,           1965         ,English,//covers.openlibrary.org/b/id/437158-M.jpg,208,3.4 (19 ratings),0689852002,
OL7924172W,The Fires of Heaven,"Wheel of Time, Book 5",Robert Jordan,Tor Fantasy,           1993         ,English,//covers.openlibrary.org/b/id/6604681-M.jpg,992,4.0 (33 ratings),0812550307,
OL41526619W,Abuelo No Me Dejes Solo y Abandonado - Tengo Miedo,,Toby Fantasy,CreateSpace Independent Publishing Platform,           2016         ,Spanish,/images/icons/avatar_book.png,214,,,9781539976592
OL49481W,Enchantment,A Classic Fantasy With a Modern Twist,Orson Scott Card,Audio Literature,           1984         ,English,//covers.openlibrary.org/b/id/547811-M.jpg,,4.0 (6 ratings),0787119423,
OL1868689W,"A Houseboat on the Styx by John Kendrick Bangs, Fiction, Fantasy, Fairy Tales, Folk Tales, Legends & Mythology",,John Kendrick Bangs,Aegypan,           1895         ,,//covers.openlibrary.org/b/id/11229592-M.jpg,112,4.0 (3 ratings),1606640038,
OL40153769W,My Daily Journal,"Fantasy Flowers, Lined Journal, 6 X 9, 200 Pages",My Daily Journal,CreateSpace Independent Publishing Platform,           2015         ,English,/images/icons/avatar_book.png,204,,,9781519764423
OL53908W,Adventures of Huckleberry Finn by Mark Twain (Annotated) Unabridged Classic Adventure Fantasy Fiction Novel,,Mark Twain,Independently Published,           1876         ,English,/images/icons/avatar_book.png,460,3.8 (191 ratings),,9798644047277
OL27513W,The Fellowship of the Ring : The Classic Bestselling Fantasy Novel,Book 1,J.R.R. Tolkien,HarperCollins,           1954         ,,//covers.openlibrary.org/b/id/13115590-M.jpg,,4.4 (340 ratings),0008487308,
OL16524661W,Fantasy,,Raynetta Manees,BET Books,           1999         ,English,//covers.openlibrary.org/b/id/7073391-M.jpg,,,1583140301,
OL47752W,The Wood Beyond the World                              Wildside Fantasy,,William Morris,Wildside Press,           1894         ,,//covers.openlibrary.org/b/id/7824390-M.jpg,,3.6 (5 ratings),,9781587152146
OL18322664W,Flights,extreme visions of fantasy,Al Sarrantonio,Roc,           2004         ,English,//covers.openlibrary.org/b/id/295142-M.jpg,578,,0451459776,
OL41858644W,Fantasy Football Loser,"Blank Lined Journal - Funny Fantasy Gag Gift Fantasy Football Notebook, Fantasy Football Draft Board, Fantasy Organizer, Fantasy Football Gift",MSquared Designs,CreateSpace Independent Publishing Platform,           2018         ,English,/images/icons/avatar_book.png,100,,,9781725045231
OL26125413W,Fantasy,,Wild Pages Press,CreateSpace Independent Publishing Platform,           2017         ,,//covers.openlibrary.org/b/id/12075782-M.jpg,150,,1545538964,
